"","bin1","bin2","time","date","dateLocal","monthLocal","dayLocal","year","DEW","TAIR","RELH","PRES","station","model","TEWL","EWL.bin1","EWL.bin2","EWL.time","EWL.date","EWL.dateLocal","EWL.monthLocal","EWL.dayLocal","EWL.year","EWL.DEW","EWL.TAIR","EWL.RELH","EWL.PRES","EWL.station","EWL.model","EWL.TEWL"
"705", 240, 245,2020-07-15 10:40:00,2020-07-15,2020-07-15,"07","15","2020",21.0,30.6,52,943.85,"ERIC","post_hb", 2.92261743,0.09075558,0.09075558,0.09075558,0.09075558,0.09075558,0.09075558,0.09075558,0.09075558,0.09075558,0.09075558,0.09075558,0.09075558,0.09075558,0.09075558,0.09075558
"706", 245, 250,2020-07-15 10:45:00,2020-07-15,2020-07-15,"07","15","2020",21.1,30.7,52,943.85,"ERIC","post_hb", 3.01445166,0.09183423,0.09183423,0.09183423,0.09183423,0.09183423,0.09183423,0.09183423,0.09183423,0.09183423,0.09183423,0.09183423,0.09183423,0.09183423,0.09183423,0.09183423
"707", 250, 255,2020-07-15 10:50:00,2020-07-15,2020-07-15,"07","15","2020",21.0,31.0,50,943.83,"ERIC","post_hb", 3.10959937,0.09514771,0.09514771,0.09514771,0.09514771,0.09514771,0.09514771,0.09514771,0.09514771,0.09514771,0.09514771,0.09514771,0.09514771,0.09514771,0.09514771,0.09514771
"708", 255, 260,2020-07-15 10:55:00,2020-07-15,2020-07-15,"07","15","2020",20.8,30.6,51,943.79,"ERIC","post_hb", 3.20035495,0.09075558,0.09075558,0.09075558,0.09075558,0.09075558,0.09075558,0.09075558,0.09075558,0.09075558,0.09075558,0.09075558,0.09075558,0.09075558,0.09075558,0.09075558
"709", 260, 265,2020-07-15 11:00:00,2020-07-15,2020-07-15,"07","15","2020",21.3,31.3,50,943.82,"ERIC","post_hb", 3.29893569,0.09858075,0.09858075,0.09858075,0.09858075,0.09858075,0.09858075,0.09858075,0.09858075,0.09858075,0.09858075,0.09858075,0.09858075,0.09858075,0.09858075,0.09858075
"710", 265, 270,2020-07-15 11:05:00,2020-07-15,2020-07-15,"07","15","2020",21.3,31.1,51,943.86,"ERIC","post_hb", 3.39521425,0.09627856,0.09627856,0.09627856,0.09627856,0.09627856,0.09627856,0.09627856,0.09627856,0.09627856,0.09627856,0.09627856,0.09627856,0.09627856,0.09627856,0.09627856
"711", 270, 275,2020-07-15 11:10:00,2020-07-15,2020-07-15,"07","15","2020",21.4,31.6,49,943.84,"ERIC","post_hb", 3.49735191,0.10213765,0.10213765,0.10213765,0.10213765,0.10213765,0.10213765,0.10213765,0.10213765,0.10213765,0.10213765,0.10213765,0.10213765,0.10213765,0.10213765,0.10213765
"712", 275, 280,2020-07-15 11:15:00,2020-07-15,2020-07-15,"07","15","2020",21.3,31.5,49,943.86,"ERIC","post_hb", 3.59828989,0.10093798,0.10093798,0.10093798,0.10093798,0.10093798,0.10093798,0.10093798,0.10093798,0.10093798,0.10093798,0.10093798,0.10093798,0.10093798,0.10093798,0.10093798
"713", 280, 285,2020-07-15 11:20:00,2020-07-15,2020-07-15,"07","15","2020",21.2,31.4,49,943.78,"ERIC","post_hb", 3.69804229,0.09975240,0.09975240,0.09975240,0.09975240,0.09975240,0.09975240,0.09975240,0.09975240,0.09975240,0.09975240,0.09975240,0.09975240,0.09975240,0.09975240,0.09975240
"714", 285, 290,2020-07-15 11:25:00,2020-07-15,2020-07-15,"07","15","2020",20.6,30.6,50,943.81,"ERIC","post_hb", 3.78879787,0.09075558,0.09075558,0.09075558,0.09075558,0.09075558,0.09075558,0.09075558,0.09075558,0.09075558,0.09075558,0.09075558,0.09075558,0.09075558,0.09075558,0.09075558
"715", 290, 295,2020-07-15 11:30:00,2020-07-15,2020-07-15,"07","15","2020",20.7,30.9,49,943.80,"ERIC","post_hb", 3.88282801,0.09403014,0.09403014,0.09403014,0.09403014,0.09403014,0.09403014,0.09403014,0.09403014,0.09403014,0.09403014,0.09403014,0.09403014,0.09403014,0.09403014,0.09403014
"716", 295, 300,2020-07-15 11:35:00,2020-07-15,2020-07-15,"07","15","2020",21.5,32.1,47,943.74,"ERIC","post_hb", 3.99118131,0.10835330,0.10835330,0.10835330,0.10835330,0.10835330,0.10835330,0.10835330,0.10835330,0.10835330,0.10835330,0.10835330,0.10835330,0.10835330,0.10835330,0.10835330
"717", 300, 305,2020-07-15 11:40:00,2020-07-15,2020-07-15,"07","15","2020",21.7,32.7,45,943.75,"ERIC","post_hb", 4.10749468,0.11631338,0.11631338,0.11631338,0.11631338,0.11631338,0.11631338,0.11631338,0.11631338,0.11631338,0.11631338,0.11631338,0.11631338,0.11631338,0.11631338,0.11631338
"718", 305, 310,2020-07-15 11:45:00,2020-07-15,2020-07-15,"07","15","2020",21.8,32.8,45,943.76,"ERIC","post_hb", 4.22519047,0.11769579,0.11769579,0.11769579,0.11769579,0.11769579,0.11769579,0.11769579,0.11769579,0.11769579,0.11769579,0.11769579,0.11769579,0.11769579,0.11769579,0.11769579
"719", 310, 315,2020-07-15 11:50:00,2020-07-15,2020-07-15,"07","15","2020",21.9,32.7,46,943.64,"ERIC","post_hb", 4.34150385,0.11631338,0.11631338,0.11631338,0.11631338,0.11631338,0.11631338,0.11631338,0.11631338,0.11631338,0.11631338,0.11631338,0.11631338,0.11631338,0.11631338,0.11631338
"720", 315, 320,2020-07-15 11:55:00,2020-07-15,2020-07-15,"07","15","2020",22.1,33.3,44,943.58,"ERIC","post_hb", 4.46636209,0.12485824,0.12485824,0.12485824,0.12485824,0.12485824,0.12485824,0.12485824,0.12485824,0.12485824,0.12485824,0.12485824,0.12485824,0.12485824,0.12485824,0.12485824
"721", 320, 325,2020-07-15 12:00:00,2020-07-15,2020-07-15,"07","15","2020",22.1,33.5,43,943.62,"ERIC","post_hb", 4.59420589,0.12784381,0.12784381,0.12784381,0.12784381,0.12784381,0.12784381,0.12784381,0.12784381,0.12784381,0.12784381,0.12784381,0.12784381,0.12784381,0.12784381,0.12784381
"722", 325, 330,2020-07-15 12:05:00,2020-07-15,2020-07-15,"07","15","2020",21.5,32.9,43,943.66,"ERIC","post_hb", 4.71330052,0.11909463,0.11909463,0.11909463,0.11909463,0.11909463,0.11909463,0.11909463,0.11909463,0.11909463,0.11909463,0.11909463,0.11909463,0.11909463,0.11909463,0.11909463
"723", 330, 335,2020-07-15 12:10:00,2020-07-15,2020-07-15,"07","15","2020",22.0,33.6,42,943.61,"ERIC","post_hb", 4.84266379,0.12936326,0.12936326,0.12936326,0.12936326,0.12936326,0.12936326,0.12936326,0.12936326,0.12936326,0.12936326,0.12936326,0.12936326,0.12936326,0.12936326,0.12936326
"724", 335, 340,2020-07-15 12:15:00,2020-07-15,2020-07-15,"07","15","2020",21.9,33.5,42,943.69,"ERIC","post_hb", 4.97050759,0.12784381,0.12784381,0.12784381,0.12784381,0.12784381,0.12784381,0.12784381,0.12784381,0.12784381,0.12784381,0.12784381,0.12784381,0.12784381,0.12784381,0.12784381
"725", 340, 345,2020-07-15 12:20:00,2020-07-15,2020-07-15,"07","15","2020",22.1,33.5,43,943.67,"ERIC","post_hb", 5.09835140,0.12784381,0.12784381,0.12784381,0.12784381,0.12784381,0.12784381,0.12784381,0.12784381,0.12784381,0.12784381,0.12784381,0.12784381,0.12784381,0.12784381,0.12784381
"726", 345, 350,2020-07-15 12:25:00,2020-07-15,2020-07-15,"07","15","2020",22.2,34.0,41,943.71,"ERIC","post_hb", 5.23397523,0.13562382,0.13562382,0.13562382,0.13562382,0.13562382,0.13562382,0.13562382,0.13562382,0.13562382,0.13562382,0.13562382,0.13562382,0.13562382,0.13562382,0.13562382
"727", 350, 355,2020-07-15 12:30:00,2020-07-15,2020-07-15,"07","15","2020",22.4,34.0,42,943.77,"ERIC","post_hb", 5.36959905,0.13562382,0.13562382,0.13562382,0.13562382,0.13562382,0.13562382,0.13562382,0.13562382,0.13562382,0.13562382,0.13562382,0.13562382,0.13562382,0.13562382,0.13562382
"728", 355, 360,2020-07-15 12:35:00,2020-07-15,2020-07-15,"07","15","2020",22.7,34.5,41,943.80,"ERIC","post_hb", 5.51347634,0.14387729,0.14387729,0.14387729,0.14387729,0.14387729,0.14387729,0.14387729,0.14387729,0.14387729,0.14387729,0.14387729,0.14387729,0.14387729,0.14387729,0.14387729
"729", 360, 365,2020-07-15 12:40:00,2020-07-15,2020-07-15,"07","15","2020",22.6,34.6,40,943.80,"ERIC","post_hb", 5.65906364,0.14558730,0.14558730,0.14558730,0.14558730,0.14558730,0.14558730,0.14558730,0.14558730,0.14558730,0.14558730,0.14558730,0.14558730,0.14558730,0.14558730,0.14558730
"730", 365, 370,2020-07-15 12:45:00,2020-07-15,2020-07-15,"07","15","2020",22.6,34.2,42,943.85,"ERIC","post_hb", 5.79793046,0.13886682,0.13886682,0.13886682,0.13886682,0.13886682,0.13886682,0.13886682,0.13886682,0.13886682,0.13886682,0.13886682,0.13886682,0.13886682,0.13886682,0.13886682
"731", 370, 375,2020-07-15 12:50:00,2020-07-15,2020-07-15,"07","15","2020",22.5,34.1,42,943.88,"ERIC","post_hb", 5.93516620,0.13723574,0.13723574,0.13723574,0.13723574,0.13723574,0.13723574,0.13723574,0.13723574,0.13723574,0.13723574,0.13723574,0.13723574,0.13723574,0.13723574,0.13723574
"732", 375, 380,2020-07-15 12:55:00,2020-07-15,2020-07-15,"07","15","2020",22.4,34.2,41,943.88,"ERIC","post_hb", 6.07403301,0.13886682,0.13886682,0.13886682,0.13886682,0.13886682,0.13886682,0.13886682,0.13886682,0.13886682,0.13886682,0.13886682,0.13886682,0.13886682,0.13886682,0.13886682
"733", 380, 385,2020-07-15 13:00:00,2020-07-15,2020-07-15,"07","15","2020",22.1,33.9,41,943.95,"ERIC","post_hb", 6.20806385,0.13403083,0.13403083,0.13403083,0.13403083,0.13403083,0.13403083,0.13403083,0.13403083,0.13403083,0.13403083,0.13403083,0.13403083,0.13403083,0.13403083,0.13403083
"734", 385, 390,2020-07-15 13:05:00,2020-07-15,2020-07-15,"07","15","2020",21.6,33.4,41,943.93,"ERIC","post_hb", 6.33440605,0.12634220,0.12634220,0.12634220,0.12634220,0.12634220,0.12634220,0.12634220,0.12634220,0.12634220,0.12634220,0.12634220,0.12634220,0.12634220,0.12634220,0.12634220
"735", 390, 395,2020-07-15 13:10:00,2020-07-15,2020-07-15,"07","15","2020",21.3,32.7,43,943.93,"ERIC","post_hb", 6.45071943,0.11631338,0.11631338,0.11631338,0.11631338,0.11631338,0.11631338,0.11631338,0.11631338,0.11631338,0.11631338,0.11631338,0.11631338,0.11631338,0.11631338,0.11631338
"736", 395, 400,2020-07-15 13:15:00,2020-07-15,2020-07-15,"07","15","2020",21.3,32.5,44,943.88,"ERIC","post_hb", 6.56431651,0.11359708,0.11359708,0.11359708,0.11359708,0.11359708,0.11359708,0.11359708,0.11359708,0.11359708,0.11359708,0.11359708,0.11359708,0.11359708,0.11359708,0.11359708
"737", 400, 405,2020-07-15 13:20:00,2020-07-15,2020-07-15,"07","15","2020",21.4,32.8,43,943.79,"ERIC","post_hb", 6.68201230,0.11769579,0.11769579,0.11769579,0.11769579,0.11769579,0.11769579,0.11769579,0.11769579,0.11769579,0.11769579,0.11769579,0.11769579,0.11769579,0.11769579,0.11769579
"738", 405, 410,2020-07-15 13:25:00,2020-07-15,2020-07-15,"07","15","2020",22.5,34.3,41,943.77,"ERIC","post_hb", 6.82252958,0.14051728,0.14051728,0.14051728,0.14051728,0.14051728,0.14051728,0.14051728,0.14051728,0.14051728,0.14051728,0.14051728,0.14051728,0.14051728,0.14051728,0.14051728
"739", 410, 415,2020-07-15 13:30:00,2020-07-15,2020-07-15,"07","15","2020",22.4,34.4,40,943.82,"ERIC","post_hb", 6.96471694,0.14218736,0.14218736,0.14218736,0.14218736,0.14218736,0.14218736,0.14218736,0.14218736,0.14218736,0.14218736,0.14218736,0.14218736,0.14218736,0.14218736,0.14218736
"740", 415, 420,2020-07-15 13:35:00,2020-07-15,2020-07-15,"07","15","2020",22.5,34.7,39,943.86,"ERIC","post_hb", 7.11203458,0.14731764,0.14731764,0.14731764,0.14731764,0.14731764,0.14731764,0.14731764,0.14731764,0.14731764,0.14731764,0.14731764,0.14731764,0.14731764,0.14731764,0.14731764
"741", 420, 425,2020-07-15 13:40:00,2020-07-15,2020-07-15,"07","15","2020",22.0,34.0,40,943.85,"ERIC","post_hb", 7.24765840,0.13562382,0.13562382,0.13562382,0.13562382,0.13562382,0.13562382,0.13562382,0.13562382,0.13562382,0.13562382,0.13562382,0.13562382,0.13562382,0.13562382,0.13562382
"742", 425, 430,2020-07-15 13:45:00,2020-07-15,2020-07-15,"07","15","2020",22.8,34.8,40,943.82,"ERIC","post_hb", 7.39672694,0.14906854,0.14906854,0.14906854,0.14906854,0.14906854,0.14906854,0.14906854,0.14906854,0.14906854,0.14906854,0.14906854,0.14906854,0.14906854,0.14906854,0.14906854
"743", 430, 435,2020-07-15 13:50:00,2020-07-15,2020-07-15,"07","15","2020",22.8,35.0,39,943.77,"ERIC","post_hb", 7.54935997,0.15263303,0.15263303,0.15263303,0.15263303,0.15263303,0.15263303,0.15263303,0.15263303,0.15263303,0.15263303,0.15263303,0.15263303,0.15263303,0.15263303,0.15263303
"744", 435, 440,2020-07-15 13:55:00,2020-07-15,2020-07-15,"07","15","2020",21.6,33.8,39,943.68,"ERIC","post_hb", 7.68181653,0.13245656,0.13245656,0.13245656,0.13245656,0.13245656,0.13245656,0.13245656,0.13245656,0.13245656,0.13245656,0.13245656,0.13245656,0.13245656,0.13245656,0.13245656
"745", 440, 445,2020-07-15 14:00:00,2020-07-15,2020-07-15,"07","15","2020",22.8,35.0,39,943.67,"ERIC","post_hb", 7.83444956,0.15263303,0.15263303,0.15263303,0.15263303,0.15263303,0.15263303,0.15263303,0.15263303,0.15263303,0.15263303,0.15263303,0.15263303,0.15263303,0.15263303,0.15263303
"746", 445, 450,2020-07-15 14:05:00,2020-07-15,2020-07-15,"07","15","2020",22.7,35.1,38,943.69,"ERIC","post_hb", 7.98889666,0.15444711,0.15444711,0.15444711,0.15444711,0.15444711,0.15444711,0.15444711,0.15444711,0.15444711,0.15444711,0.15444711,0.15444711,0.15444711,0.15444711,0.15444711
"747", 450, 455,2020-07-15 14:10:00,2020-07-15,2020-07-15,"07","15","2020",23.0,35.0,40,943.65,"ERIC","post_hb", 8.14152969,0.15263303,0.15263303,0.15263303,0.15263303,0.15263303,0.15263303,0.15263303,0.15263303,0.15263303,0.15263303,0.15263303,0.15263303,0.15263303,0.15263303,0.15263303
"748", 455, 460,2020-07-15 14:15:00,2020-07-15,2020-07-15,"07","15","2020",23.4,35.6,39,943.70,"ERIC","post_hb", 8.30537577,0.16384608,0.16384608,0.16384608,0.16384608,0.16384608,0.16384608,0.16384608,0.16384608,0.16384608,0.16384608,0.16384608,0.16384608,0.16384608,0.16384608,0.16384608
"749", 460, 465,2020-07-15 14:20:00,2020-07-15,2020-07-15,"07","15","2020",23.3,35.5,39,943.68,"ERIC","post_hb", 8.46729737,0.16192160,0.16192160,0.16192160,0.16192160,0.16192160,0.16192160,0.16192160,0.16192160,0.16192160,0.16192160,0.16192160,0.16192160,0.16192160,0.16192160,0.16192160
"750", 465, 470,2020-07-15 14:25:00,2020-07-15,2020-07-15,"07","15","2020",23.8,36.2,38,943.61,"ERIC","post_hb", 8.64318025,0.17588288,0.17588288,0.17588288,0.17588288,0.17588288,0.17588288,0.17588288,0.17588288,0.17588288,0.17588288,0.17588288,0.17588288,0.17588288,0.17588288,0.17588288
"751", 470, 475,2020-07-15 14:30:00,2020-07-15,2020-07-15,"07","15","2020",23.0,35.2,39,943.61,"ERIC","post_hb", 8.79946300,0.15628274,0.15628274,0.15628274,0.15628274,0.15628274,0.15628274,0.15628274,0.15628274,0.15628274,0.15628274,0.15628274,0.15628274,0.15628274,0.15628274,0.15628274
"752", 475, 480,2020-07-15 14:35:00,2020-07-15,2020-07-15,"07","15","2020",23.2,35.6,38,943.59,"ERIC","post_hb", 8.96330907,0.16384608,0.16384608,0.16384608,0.16384608,0.16384608,0.16384608,0.16384608,0.16384608,0.16384608,0.16384608,0.16384608,0.16384608,0.16384608,0.16384608,0.16384608
"753", 480, 485,2020-07-15 14:40:00,2020-07-15,2020-07-15,"07","15","2020",22.8,35.2,38,943.59,"ERIC","post_hb", 9.11959182,0.15628274,0.15628274,0.15628274,0.15628274,0.15628274,0.15628274,0.15628274,0.15628274,0.15628274,0.15628274,0.15628274,0.15628274,0.15628274,0.15628274,0.15628274
"754", 485, 490,2020-07-15 14:45:00,2020-07-15,2020-07-15,"07","15","2020",23.3,35.7,38,943.50,"ERIC","post_hb", 9.28538524,0.16579342,0.16579342,0.16579342,0.16579342,0.16579342,0.16579342,0.16579342,0.16579342,0.16579342,0.16579342,0.16579342,0.16579342,0.16579342,0.16579342,0.16579342
"755", 490, 495,2020-07-15 14:50:00,2020-07-15,2020-07-15,"07","15","2020",23.2,35.6,38,943.54,"ERIC","post_hb", 9.44923132,0.16384608,0.16384608,0.16384608,0.16384608,0.16384608,0.16384608,0.16384608,0.16384608,0.16384608,0.16384608,0.16384608,0.16384608,0.16384608,0.16384608,0.16384608
"756", 495, 500,2020-07-15 14:55:00,2020-07-15,2020-07-15,"07","15","2020",23.4,35.8,38,943.55,"ERIC","post_hb", 9.61699523,0.16776392,0.16776392,0.16776392,0.16776392,0.16776392,0.16776392,0.16776392,0.16776392,0.16776392,0.16776392,0.16776392,0.16776392,0.16776392,0.16776392,0.16776392
"757", 500, 505,2020-07-15 15:00:00,2020-07-15,2020-07-15,"07","15","2020",23.1,35.5,38,943.53,"ERIC","post_hb", 9.77891683,0.16192160,0.16192160,0.16192160,0.16192160,0.16192160,0.16192160,0.16192160,0.16192160,0.16192160,0.16192160,0.16192160,0.16192160,0.16192160,0.16192160,0.16192160
"758", 505, 510,2020-07-15 15:05:00,2020-07-15,2020-07-15,"07","15","2020",23.4,36.0,37,943.53,"ERIC","post_hb", 9.95069227,0.17177544,0.17177544,0.17177544,0.17177544,0.17177544,0.17177544,0.17177544,0.17177544,0.17177544,0.17177544,0.17177544,0.17177544,0.17177544,0.17177544,0.17177544
"759", 510, 515,2020-07-15 15:10:00,2020-07-15,2020-07-15,"07","15","2020",23.7,36.3,37,943.46,"ERIC","post_hb",10.12866556,0.17797329,0.17797329,0.17797329,0.17797329,0.17797329,0.17797329,0.17797329,0.17797329,0.17797329,0.17797329,0.17797329,0.17797329,0.17797329,0.17797329,0.17797329
"760", 515, 520,2020-07-15 15:15:00,2020-07-15,2020-07-15,"07","15","2020",23.2,35.6,38,943.43,"ERIC","post_hb",10.29251164,0.16384608,0.16384608,0.16384608,0.16384608,0.16384608,0.16384608,0.16384608,0.16384608,0.16384608,0.16384608,0.16384608,0.16384608,0.16384608,0.16384608,0.16384608
"761", 520, 525,2020-07-15 15:20:00,2020-07-15,2020-07-15,"07","15","2020",22.8,35.2,38,943.45,"ERIC","post_hb",10.44879438,0.15628274,0.15628274,0.15628274,0.15628274,0.15628274,0.15628274,0.15628274,0.15628274,0.15628274,0.15628274,0.15628274,0.15628274,0.15628274,0.15628274,0.15628274
"762", 525, 530,2020-07-15 15:25:00,2020-07-15,2020-07-15,"07","15","2020",23.1,35.5,38,943.41,"ERIC","post_hb",10.61071598,0.16192160,0.16192160,0.16192160,0.16192160,0.16192160,0.16192160,0.16192160,0.16192160,0.16192160,0.16192160,0.16192160,0.16192160,0.16192160,0.16192160,0.16192160
"763", 530, 535,2020-07-15 15:30:00,2020-07-15,2020-07-15,"07","15","2020",23.0,35.4,38,943.44,"ERIC","post_hb",10.77073572,0.16001973,0.16001973,0.16001973,0.16001973,0.16001973,0.16001973,0.16001973,0.16001973,0.16001973,0.16001973,0.16001973,0.16001973,0.16001973,0.16001973,0.16001973
"764", 535, 540,2020-07-15 15:35:00,2020-07-15,2020-07-15,"07","15","2020",23.0,35.4,38,943.41,"ERIC","post_hb",10.93075545,0.16001973,0.16001973,0.16001973,0.16001973,0.16001973,0.16001973,0.16001973,0.16001973,0.16001973,0.16001973,0.16001973,0.16001973,0.16001973,0.16001973,0.16001973
"765", 540, 545,2020-07-15 15:40:00,2020-07-15,2020-07-15,"07","15","2020",23.5,35.9,38,943.35,"ERIC","post_hb",11.10051327,0.16975783,0.16975783,0.16975783,0.16975783,0.16975783,0.16975783,0.16975783,0.16975783,0.16975783,0.16975783,0.16975783,0.16975783,0.16975783,0.16975783,0.16975783
"766", 545, 550,2020-07-15 15:45:00,2020-07-15,2020-07-15,"07","15","2020",24.1,36.7,37,943.35,"ERIC","post_hb",11.28709961,0.18658634,0.18658634,0.18658634,0.18658634,0.18658634,0.18658634,0.18658634,0.18658634,0.18658634,0.18658634,0.18658634,0.18658634,0.18658634,0.18658634,0.18658634
"767", 550, 555,2020-07-15 15:50:00,2020-07-15,2020-07-15,"07","15","2020",23.7,36.3,37,943.32,"ERIC","post_hb",11.46507290,0.17797329,0.17797329,0.17797329,0.17797329,0.17797329,0.17797329,0.17797329,0.17797329,0.17797329,0.17797329,0.17797329,0.17797329,0.17797329,0.17797329,0.17797329
"768", 555, 560,2020-07-15 15:55:00,2020-07-15,2020-07-15,"07","15","2020",23.8,36.4,37,943.37,"ERIC","post_hb",11.64516145,0.18008854,0.18008854,0.18008854,0.18008854,0.18008854,0.18008854,0.18008854,0.18008854,0.18008854,0.18008854,0.18008854,0.18008854,0.18008854,0.18008854,0.18008854
"769", 560, 565,2020-07-15 16:00:00,2020-07-15,2020-07-15,"07","15","2020",23.9,36.3,38,943.38,"ERIC","post_hb",11.82313473,0.17797329,0.17797329,0.17797329,0.17797329,0.17797329,0.17797329,0.17797329,0.17797329,0.17797329,0.17797329,0.17797329,0.17797329,0.17797329,0.17797329,0.17797329
"770", 565, 570,2020-07-15 16:05:00,2020-07-15,2020-07-15,"07","15","2020",23.6,36.2,37,943.47,"ERIC","post_hb",11.99901762,0.17588288,0.17588288,0.17588288,0.17588288,0.17588288,0.17588288,0.17588288,0.17588288,0.17588288,0.17588288,0.17588288,0.17588288,0.17588288,0.17588288,0.17588288
"771", 570, 575,2020-07-15 16:10:00,2020-07-15,2020-07-15,"07","15","2020",23.5,35.9,38,943.64,"ERIC","post_hb",12.16877544,0.16975783,0.16975783,0.16975783,0.16975783,0.16975783,0.16975783,0.16975783,0.16975783,0.16975783,0.16975783,0.16975783,0.16975783,0.16975783,0.16975783,0.16975783
"772", 575, 580,2020-07-15 16:15:00,2020-07-15,2020-07-15,"07","15","2020",22.6,34.8,39,943.78,"ERIC","post_hb",12.31784399,0.14906854,0.14906854,0.14906854,0.14906854,0.14906854,0.14906854,0.14906854,0.14906854,0.14906854,0.14906854,0.14906854,0.14906854,0.14906854,0.14906854,0.14906854
"773", 580, 585,2020-07-15 16:20:00,2020-07-15,2020-07-15,"07","15","2020",22.5,34.5,40,943.85,"ERIC","post_hb",12.46172128,0.14387729,0.14387729,0.14387729,0.14387729,0.14387729,0.14387729,0.14387729,0.14387729,0.14387729,0.14387729,0.14387729,0.14387729,0.14387729,0.14387729,0.14387729
"774", 585, 590,2020-07-15 16:25:00,2020-07-15,2020-07-15,"07","15","2020",22.4,34.2,41,943.92,"ERIC","post_hb",12.60058810,0.13886682,0.13886682,0.13886682,0.13886682,0.13886682,0.13886682,0.13886682,0.13886682,0.13886682,0.13886682,0.13886682,0.13886682,0.13886682,0.13886682,0.13886682
"775", 590, 595,2020-07-15 16:30:00,2020-07-15,2020-07-15,"07","15","2020",22.2,34.0,41,943.94,"ERIC","post_hb",12.73621192,0.13562382,0.13562382,0.13562382,0.13562382,0.13562382,0.13562382,0.13562382,0.13562382,0.13562382,0.13562382,0.13562382,0.13562382,0.13562382,0.13562382,0.13562382
"776", 595, 600,2020-07-15 16:35:00,2020-07-15,2020-07-15,"07","15","2020",22.4,34.2,41,943.90,"ERIC","post_hb",12.87507873,0.13886682,0.13886682,0.13886682,0.13886682,0.13886682,0.13886682,0.13886682,0.13886682,0.13886682,0.13886682,0.13886682,0.13886682,0.13886682,0.13886682,0.13886682
"777", 600, 605,2020-07-15 16:40:00,2020-07-15,2020-07-15,"07","15","2020",22.5,33.1,47,943.96,"ERIC","post_hb",12.99702112,0.12194239,0.12194239,0.12194239,0.12194239,0.12194239,0.12194239,0.12194239,0.12194239,0.12194239,0.12194239,0.12194239,0.12194239,0.12194239,0.12194239,0.12194239
"778", 605, 610,2020-07-15 16:45:00,2020-07-15,2020-07-15,"07","15","2020",22.1,32.1,50,943.98,"ERIC","post_hb",13.10537442,0.10835330,0.10835330,0.10835330,0.10835330,0.10835330,0.10835330,0.10835330,0.10835330,0.10835330,0.10835330,0.10835330,0.10835330,0.10835330,0.10835330,0.10835330
"779", 610, 615,2020-07-15 16:50:00,2020-07-15,2020-07-15,"07","15","2020",22.0,32.2,49,944.02,"ERIC","post_hb",13.21501552,0.10964110,0.10964110,0.10964110,0.10964110,0.10964110,0.10964110,0.10964110,0.10964110,0.10964110,0.10964110,0.10964110,0.10964110,0.10964110,0.10964110,0.10964110
"780", 615, 620,2020-07-15 16:55:00,2020-07-15,2020-07-15,"07","15","2020",22.3,32.7,48,943.96,"ERIC","post_hb",13.33132890,0.11631338,0.11631338,0.11631338,0.11631338,0.11631338,0.11631338,0.11631338,0.11631338,0.11631338,0.11631338,0.11631338,0.11631338,0.11631338,0.11631338,0.11631338
"781", 620, 625,2020-07-15 17:00:00,2020-07-15,2020-07-15,"07","15","2020",22.3,33.1,46,943.90,"ERIC","post_hb",13.45327128,0.12194239,0.12194239,0.12194239,0.12194239,0.12194239,0.12194239,0.12194239,0.12194239,0.12194239,0.12194239,0.12194239,0.12194239,0.12194239,0.12194239,0.12194239
"782", 625, 630,2020-07-15 17:05:00,2020-07-15,2020-07-15,"07","15","2020",22.1,33.3,44,943.86,"ERIC","post_hb",13.57812952,0.12485824,0.12485824,0.12485824,0.12485824,0.12485824,0.12485824,0.12485824,0.12485824,0.12485824,0.12485824,0.12485824,0.12485824,0.12485824,0.12485824,0.12485824
"783", 630, 635,2020-07-15 17:10:00,2020-07-15,2020-07-15,"07","15","2020",22.1,33.5,43,943.82,"ERIC","post_hb",13.70597333,0.12784381,0.12784381,0.12784381,0.12784381,0.12784381,0.12784381,0.12784381,0.12784381,0.12784381,0.12784381,0.12784381,0.12784381,0.12784381,0.12784381,0.12784381
"784", 635, 640,2020-07-15 17:15:00,2020-07-15,2020-07-15,"07","15","2020",22.3,33.7,43,943.69,"ERIC","post_hb",13.83687410,0.13090077,0.13090077,0.13090077,0.13090077,0.13090077,0.13090077,0.13090077,0.13090077,0.13090077,0.13090077,0.13090077,0.13090077,0.13090077,0.13090077,0.13090077
"785", 640, 645,2020-07-15 17:20:00,2020-07-15,2020-07-15,"07","15","2020",22.3,33.7,43,943.58,"ERIC","post_hb",13.96777488,0.13090077,0.13090077,0.13090077,0.13090077,0.13090077,0.13090077,0.13090077,0.13090077,0.13090077,0.13090077,0.13090077,0.13090077,0.13090077,0.13090077,0.13090077
"786", 645, 650,2020-07-15 17:25:00,2020-07-15,2020-07-15,"07","15","2020",22.0,33.6,42,943.61,"ERIC","post_hb",14.09713814,0.12936326,0.12936326,0.12936326,0.12936326,0.12936326,0.12936326,0.12936326,0.12936326,0.12936326,0.12936326,0.12936326,0.12936326,0.12936326,0.12936326,0.12936326
"787", 650, 655,2020-07-15 17:30:00,2020-07-15,2020-07-15,"07","15","2020",22.3,33.9,42,943.68,"ERIC","post_hb",14.23116897,0.13403083,0.13403083,0.13403083,0.13403083,0.13403083,0.13403083,0.13403083,0.13403083,0.13403083,0.13403083,0.13403083,0.13403083,0.13403083,0.13403083,0.13403083
